"chat","yhat"
0,10.9954637384475
0,15.686008263077
0,12.8133752935126
0,13.9736289079116
0,13.1487540409628
0,14.9125138709468
0,14.0634650519212
0,14.3093399228346
0,9.88238960770209
1,15.541549111526
0,10.2787852569392
1,17.3937948375714
0,15.2616897213091
1,13.4861365709533
0,12.1855297705011
0,13.9115119204747
0,13.8166747137689
0,10.077681671213
0,12.5580564894697
0,15.8033251628753
0,15.6363926139211
1,14.4391252899331
0,13.1846896077366
0,14.7671444871355
0,12.951946191114
0,14.3602646458909
0,17.0422664019681
0,14.5495906432208
0,12.2069402968397
1,13.9117966239429
0,14.1438545736381
1,14.2855320575169
0,13.9997663110089
1,10.4536311370001
0,14.4043859392858
0,11.1950431849456
0,12.8782784985989
0,12.045708581834
0,11.9499477503176
0,15.5399359551975
0,17.332675293545
0,12.3600393155166
1,13.5531517130217
0,14.1348367371388
0,15.9578515664013
0,16.1156367321429
1,13.8429618567881
0,12.6374922763561
0,12.3339026614674
0,13.4480946821591
0,10.1269507854555
0,16.4999925553759
0,14.2365784353623
0,11.5949920331949
0,14.5974418409081
1,15.122729913385
0,9.81594036033028
0,12.7566802086156
1,15.9955836481532
0,12.1280949942774
1,13.0495984003277
0,14.6263675093739
0,13.7780120623266
0,11.1559888237335
0,15.2972030875329
0,11.9258328842013
0,15.9395303333669
0,15.8927257184427
0,13.9781603546196
0,13.2919067654458
0,11.8045945659905
0,10.7708654725058
0,15.6186961463499
0,13.1944040174083
0,14.4837448383178
0,13.4325428220585
0,10.412410078035
0,15.7336308129046
0,17.6839077603947
0,12.2086382203616
0,15.1422335851533
0,15.5001245874234
0,17.8481550614469
0,13.4824885193731
0,13.2625539212073
0,12.2192479465959
0,14.1243092915576
1,15.5332254331743
0,12.496176515258
0,12.0117337512068
0,13.5680091659057
0,13.2038389395867
0,13.7013102512262
0,12.7817060355338
0,14.7963801089083
0,10.5245165345237
0,11.9461578966027
0,12.5958486647901
0,13.8429437443919
0,15.9943779542413
0,12.5704550887382
0,13.5182870418065
0,8.8831329678503
0,14.5885883148886
0,13.0709714818401
1,17.0404278234795
0,11.7795082371845
0,17.9819768453803
0,12.1739464622189
1,15.5627078516283
0,12.5724481529149
0,12.0914819427489
0,13.2467498014224
0,13.2130827074149
0,12.9860753628532
0,15.4076739448096
0,16.0705079388503
0,12.3130112741845
0,10.9177227848792
1,13.9785101492898
0,11.7370033809738
0,12.446670297866
0,11.3943570582191
0,15.0425710631002
0,10.7849300575408
1,13.6479939641315
1,15.6193275789842
0,12.509086318714
0,13.2918998063257
0,13.8755617466592
0,12.5269878505184
0,12.5414403432912
0,14.7175793768284
0,11.3003970027219
0,12.3361419981461
0,12.007767313908
0,13.6660144921601
1,12.3614637590829
0,11.4415502612164
0,18.3448578893059
0,13.5831494150828
0,15.4024030976356
1,15.0518262013526
0,13.3974480957327
0,13.3058193997198
0,13.5198895078945
0,14.9099424030647
0,14.7917000103453
0,16.770452978278
0,13.7001322830861
0,13.0895270186885
0,14.5118569506986
0,16.3935503253029
0,10.2459653726064
0,9.28908302295837
0,12.2256788271355
0,15.5543727275822
1,13.1225919450542
0,12.5128621638632
0,14.0420558366075
0,15.6045161275341
0,15.9844751748274
1,15.4489852256198
1,16.3508052430041
0,15.045311023111
0,10.2731466627681
0,13.4352969676666
0,13.9322282834136
0,15.5689868754968
0,17.2304559367337
0,13.7237676867604
0,13.0805383755237
0,15.5784323226268
0,11.3915537774068
0,12.747941444615
0,12.6836385327508
0,11.9483149783466
0,15.2451314014943
0,12.5787365864914
0,14.090838147114
0,12.0189039808165
0,18.8050646773632
0,12.0052414325981
0,12.2826740810545
0,12.0690042756588
0,16.2887258131933
0,12.7824681565143
0,14.1811448757872
0,11.8138060218946
0,14.3882388850263
0,11.9715101786739
0,16.7772822548508
0,11.2629221803074
0,9.37741993926556
0,17.8855176871004
1,13.1456170795516
0,13.419714268137
0,10.0119658532554
0,14.5957662839015
0,14.156359137981
0,11.1924092094352
1,16.4472710992283
0,12.9126507686385
0,14.8184612241785
0,11.646923738915
0,16.4782660178268
0,13.5813345595954
0,12.7125101946275
0,13.2270555406666
0,10.8166820676534
0,14.3216600039239
0,14.4483219593716
0,11.8884634795245
0,16.4654358191555
0,10.6770886918392
0,12.1056332189235
0,11.4662181933818
0,12.9610902077186
0,12.9143634039239
0,11.8612495987669
0,13.7874521904218
0,11.9551865621545
0,15.6324285443514
0,12.6815487501052
0,14.6790824314933
0,12.9246289071154
0,12.8317388394974
0,14.2995877020158
0,12.1557072565845
1,12.3132989252225
0,14.8350904835484
0,16.6185865557972
0,13.5918387787237
0,14.3752288608378
0,14.0909005732768
0,13.0596886805076
0,11.4061632871765
0,13.3328244552904
0,12.4638061890506
1,13.989355262392
0,14.1752594760648
0,15.2027722133282
1,15.7787276222514
0,12.2128714948941
0,17.8652913250103
1,13.2845558710129
0,19.5045238427402
1,13.3040300886936
0,12.5030595502122
0,16.2229677041907
0,15.2200797111162
0,14.3918405413052
0,14.2712597060729
0,13.1575450585968
0,13.7726417701839
0,11.5849943150034
0,14.040535368258
0,12.1318458682469
0,11.4807565318236
0,12.7495480704098
0,12.1365102279223
0,11.814283381172
0,13.0120740636434
0,13.1753481061193
0,14.9986542639129
0,11.7259598677371
1,15.071173682988
0,12.4025471918169
0,9.6579740880331
0,14.0471735837211
1,15.049164928077
0,14.7989771015241
0,14.7556914884151
1,16.2671513442283
0,14.0494816678657
0,15.5412955968446
0,11.772566602784
0,14.1881429985309
0,15.0557318542201
0,12.8304457343277
0,15.4637509195966
0,12.9586925640963
0,8.18867127182761
0,13.5971867181801
0,13.4096043338208
0,11.4351646557218
0,13.6994963647362
0,11.0700935637007
0,13.3776954274046
0,13.5557534356474
0,13.7306704373159
0,13.0913064414438
0,14.8465004985019
0,14.8129342980403
0,10.4074689625604
0,11.5295721189979
0,15.1764768824354
0,13.5247278261571
0,10.8963604286681
0,9.05100990073091
1,13.3649908291241
0,10.6751380851558
0,14.3714865911993
0,13.5772720121146
0,11.1702221576002
0,11.7908629663913
0,11.8917572461921
0,13.1954558640346
0,14.0317751560318
1,13.6468557556715
0,12.286762814046
0,13.6538827678497
0,14.7690917178388
0,14.3114856501926
0,14.6416844446118
1,12.7132032456464
0,16.2164872216906
0,11.9098717304991
0,15.1273053922329
0,12.5613659844548
0,14.343965015733
0,15.337826876082
0,15.5161892799708
0,14.1252924136123
0,13.898105460823
0,13.5833025305918
0,13.5798233313716
0,15.9069110020098
0,12.2048144674964
1,15.362873368439
0,13.0239219610368
0,12.4796638949156
0,11.8029801098369
1,16.0047943287922
0,12.9627527323311
0,15.0991467071048
0,15.4354305229093
0,12.4364682014901
0,12.9870898107761
0,12.7999487728727
0,13.0816753750597
1,18.8973315846872
0,13.8669681528559
0,12.6650350065669
1,14.1398307872016
0,15.7839808998809
0,15.5637982378809
1,11.8824596840109
0,16.8139820392148
0,11.3603610440951
0,12.8846561047593
0,9.71188357806191
0,13.947256150293
0,12.6664641735357
0,10.8355032953577
0,13.647418197587
0,17.7584850747928
0,15.7222298618057
0,10.9331571814033
0,12.7208537495165
0,11.097111983023
0,10.7874849752279
0,17.8441506310971
1,13.5352831925158
0,11.2439311867422
0,14.5490714181477
0,18.0813416988919
0,15.0653359802711
0,18.7609694230785
0,16.4193927019953
0,9.52154084081982
0,14.5682183953071
0,14.8992119447586
0,9.7960383060026
0,10.5225409940018
0,12.9991897272779
0,14.2119441796616
0,12.5942468124052
0,9.93702235215251
1,14.7624576863787
0,13.3426940543788
0,15.1153234855243
0,11.7841510891766
0,14.7721120339666
0,15.1507142168881
0,13.3584648694413
0,12.4916384704455
0,14.2775342703283
0,14.4810833716553
0,15.1522517257828
1,17.0297096647767
1,13.7013515663887
0,11.9469517678691
0,12.5846872466976
0,16.0389540768739
1,15.9319082586121
0,18.4276603513446
0,15.0861558490641
0,9.48237188878833
0,12.0428101694132
1,14.6277448838729
0,11.0269031342431
0,13.7128827442604
0,13.1041294736598
0,14.4944017552236
0,12.4203917698804
0,12.2751423723744
1,16.7673216575219
1,16.2424424842807
0,14.3610551754277
0,14.5721119263511
0,12.6736980026374
0,15.4768652927291
0,13.464699371232
0,11.4650986472913
0,14.2143218634042
1,10.8902465246832
0,13.7411158799301
0,18.5103175083139
0,12.1457889720027
0,14.0232844861452
0,11.4317794558274
0,15.190705264571
0,13.3753326793
0,13.1933906486561
0,12.8727724372657
0,13.1890582696316
0,11.99432993201
1,15.556951458436
0,15.4188366102384
0,12.3512555008079
0,13.3295630304278
0,15.2557969015737
0,14.6071569376038
0,14.7997266801464
0,17.9127484102721
0,13.6992525229207
0,13.9006327064105
0,11.3183400588121
0,14.8660000025715
0,10.7778317203211
0,13.364195539174
0,10.7262571260491
0,14.948463325842
0,11.2929492562277
0,13.7652164871573
0,14.9960462723016
0,13.3306611826912
0,12.7001217963822
1,12.8403296963337
0,14.6939864951487
0,12.9592995534022
0,14.7985836709097
1,14.0653468002389
0,14.8908197813319
0,14.8948681170065
0,13.2185617029799
0,10.4514442506476
1,17.5333532928002
0,12.9102363761085
0,13.8391604426349
0,14.0449241950639
0,14.4409693096421
0,17.7124253184498
0,12.0168580507566
1,12.791348171398
0,14.8772780378179
0,16.1013698754179
0,12.9482230854562
0,9.97286643419421
0,13.9360620193771
0,15.9500120432008
0,11.769236063271
0,12.8587474856939
0,13.7945695815104
0,13.8020087115342
1,15.3481271276516
0,16.2190999709148
0,15.7599622562604
0,13.2217348391497
0,11.4075259779135
0,12.1053150999462
1,14.4664002247562
0,14.6573147264939
0,14.4944529813984
0,13.7154567792277
1,14.9269503645476
1,16.3759469174593
0,14.2682910068925
0,14.4793396319065
0,14.2020151290544
0,13.0941267314822
0,13.7063009967926
0,13.3007499719282
0,9.79066754725311
0,14.6345562018689
0,12.5759407603173
0,13.2248871551012
0,12.4821525069554
0,10.4290578690794
0,14.6696815053706
0,12.6308663268335
1,14.1486607840306
0,13.3700952708546
1,16.5631091944415
0,10.9101984201003
1,14.5800649579963
0,10.7856370860434
0,13.3736296739141
0,12.2830317176176
0,14.3374381363113
0,13.1433052674259
0,12.8442544042323
0,13.2080477191512
0,15.9491769435742
0,15.563628282842
0,11.9143355088806
0,15.5860778537452
0,15.9153739631962
0,15.3632553055357
0,14.0108298502732
1,14.9036096405577
0,14.2894119937948
0,17.7484412763057
0,13.7867405100584
0,14.9283110442545
0,10.8772937231357
0,13.2627073167416
0,15.4686300652174
0,13.0822482181457
0,17.4520133844026
0,12.7722038164255
0,16.3432135391936
0,8.44774491580548
0,12.4538560282705
0,13.8963843742355
0,12.9467014788115
1,16.104811875516
0,13.8475007620199
0,12.7342662550523
0,13.7639926875248
0,12.3860440146219
0,8.99067360486382
1,16.2771812458177
0,13.1654000558447
0,13.3308347012912
0,12.6207417428425
1,14.3473074159825
0,12.8892967023035
0,13.0161025952099
0,11.2988336672258
0,12.412487754192
1,14.0380390627328
0,12.4709730558626
1,14.4423987143372
0,13.6577115288819
0,15.3566861830908
1,14.4203032820873
1,15.0030562858191
0,14.5430267875225
0,10.9795290661624
0,14.4780684266865
0,12.7326796146614
0,12.796041598105
0,15.1977568442486
0,15.0230167491401
0,13.9855445918337
1,14.1228902901367
0,13.0471913595921
0,12.7860695060153
0,13.9824085220094
0,10.7740830218885
0,13.7790503515362
0,12.4683427056755
0,11.1435616154628
0,14.1079771337802
0,15.1721679764256
1,15.7115028377064
0,12.396861317244
0,8.96240728286143
0,18.4469200865635
1,18.779031824965
0,16.6471005473199
0,13.046308224857
0,9.67831576281987
0,16.1568073783555
0,12.358341850963
0,12.972973474531
0,14.4034446782219
0,15.2509107468643
0,12.203493696581
1,12.7822686711536
0,15.7896980774212
0,12.9620298263389
0,16.9595734582876
0,12.7737739220391
0,10.8990824657189
0,13.2939953855971
0,12.155761772107
0,16.7709250007022
0,11.979565796718
0,14.9601307056472
0,13.5373522158116
0,13.5379084075535
0,12.2258965378984
0,15.304501754483
0,12.8658107480073
0,11.1011681338721
0,10.4457108680344
0,14.5645805629654
0,14.4171103084621
0,11.7836573062357
0,13.9301574022092
0,11.7152244767033
0,15.0300431044848
0,10.775562719536
0,13.6606639539826
0,11.4454278943561
0,12.9971069784999
0,13.1740652410977
0,10.5775376008975
1,14.3209366810449
0,14.2099163138386
0,12.3920698032668
0,12.2995185361066
0,13.6032612494059
1,13.435878744745
0,12.315666217525
0,12.3702521438299
0,16.3095287070584
0,12.257258512024
0,12.0844526371224
0,12.6830324937173
0,13.544717128867
0,14.0672615146288
0,12.2729534553282
0,10.9757474816993
0,15.9789647921834
0,14.3468807656296
0,11.5199907266048
0,14.2147637317628
0,11.921617996569
0,15.2778334231749
0,13.8790335949525
0,12.8780288134227
0,11.7992070103504
0,14.3795050141388
0,12.601813224878
1,15.1999277145356
0,12.5248370248031
0,14.7066004221568
1,13.4015842037422
0,12.3934095458017
0,13.9363381556934
1,14.0806869885334
1,14.2784969519441
0,13.2662160531461
1,15.0783034109658
0,14.2942443782048
0,8.56449842655512
0,12.9149970190365
0,16.0743851013746
0,14.6123796797024
0,13.3472203363935
1,13.4204241429288
0,9.7087476747698
0,12.0890137740135
0,13.8272931324472
1,13.3571019134438
0,16.5615991950557
0,15.747686485784
0,11.3888846641617
0,12.6489778085291
0,11.1900451339072
0,16.740230733435
0,13.5734907834935
0,10.8370529579267
0,13.2806370455541
0,12.4492932949317
0,15.5024601143775
0,14.696412582331
0,11.0388807655397
0,13.5105223204837
0,15.494156584549
0,11.6822433559062
0,14.9318021684604
1,18.6037324698576
1,15.6373575219662
0,8.52939922611087
0,11.3300098353563
0,15.4717976177265
0,11.8966317713768
0,13.9422926666063
0,14.396677216322
1,14.3530405363651
0,15.0036742981204
0,12.5504271030909
1,12.565046302684
0,10.0699202472991
0,13.1536465108566
0,9.58014439999394
1,13.5629134843925
0,11.3268698689478
0,13.3189498136457
0,15.8575902621008
0,14.6547503784291
0,13.3510653757854
0,9.87793514130689
0,13.8432940859597
0,13.8896630374752
0,9.97738421919186
0,12.9239021998033
0,12.6344546226543
0,12.4183315139268
0,13.9704153202963
0,13.503072189256
0,13.289522375975
0,14.7127657693084
0,14.0457575668248
1,13.078409974574
0,11.8962534217991
0,12.4046728044784
0,13.9392767021259
0,16.4693778290768
0,13.3809606484772
0,14.7258312228258
0,12.7279044541031
0,12.4645576478557
0,14.3526400210547
0,12.3081703659107
1,15.6408416769042
0,11.8760546128529
0,9.82347051070096
0,15.0120346858354
0,16.8643607553527
0,14.8514411315051
0,10.5493031234097
1,16.1557949689263
0,15.1093438065346
0,15.9202380767751
0,13.4959715893616
0,12.0290336199678
1,16.1403269703398
0,16.6096543127565
0,13.8259206384831
0,13.6307963857411
0,10.9294448564572
0,13.0299163136907
0,14.1434174703313
1,15.5848744446685
0,16.5064200318313
1,14.7930511587047
1,15.8711833934266
0,11.7181485553135
0,15.0555191091817
0,12.4133499023472
0,13.1179088834161
0,12.8672604792833
1,16.1266628449659
0,15.473775805816
0,9.49736148015414
1,15.1426784124909
0,14.5730499881974
0,15.1815533788869
0,13.9447438653041
0,10.3377402133825
0,14.8185807037675
0,12.0061155170187
0,16.6013338323137
0,15.5911049272211
0,8.32218656073444
0,13.0592084882451
0,8.41109680939661
0,15.9356551085801
1,13.3791610407948
0,12.1055902479158
0,14.9709215169164
0,12.293009389997
0,14.4884347211051
0,13.8802062207699
1,17.2700337671571
1,12.5499075089188
0,15.3706011510907
0,14.6151519200125
0,13.0551426960989
0,15.7890765424751
0,11.1380621802359
0,9.94136208697746
1,15.6408068928175
0,15.1329418612394
0,11.450667064243
0,15.0523672394346
0,14.9866865259634
0,15.3326209418797
0,17.11704738606
0,10.9947164569729
1,14.4812033970058
0,16.0710496712615
1,15.5031162676233
1,17.5108987489831
0,12.0395899057122
0,15.2146705569923
0,13.2133496947739
0,11.5553397718113
0,12.3511701224435
0,15.3552739644263
0,15.9330578103197
0,13.8433304952857
0,12.6575178668171
0,16.306681330411
0,13.1863473574678
0,16.8940445916281
0,15.9009965596294
0,13.4813528133
0,14.2740765432842
0,15.4971497199932
0,13.317539889051
0,13.4250319502829
0,14.3193758606237
0,11.6610694150427
0,14.9933912979987
0,13.6175031319446
0,12.2974045270653
0,10.661791733068
0,13.9114373943457
0,18.2281698984891
0,14.0268697108891
0,14.1392004766209
0,15.6341218152024
0,9.78207816132442
0,15.5281940228877
0,13.4684627582797
0,13.7293348122107
0,14.808806492964
0,13.5754729256785
0,15.2396356707886
0,17.2227405881519
0,13.669387385143
0,14.1375183518447
0,15.3479340740525
0,10.4579521208649
0,12.1844251915666
0,11.7191756733541
0,11.2121835983594
0,13.2639926063409
1,11.8263134780891
0,11.529739217727
0,16.773604811877
0,15.7551832676829
0,10.7731809007091
0,12.3467636084732
0,16.1612095186884
0,14.1531536012227
0,12.119063726949
0,10.4617517471638
0,15.1374650705906
0,11.6476309960829
1,13.5782970292552
1,14.2302107343724
0,14.1924389838436
0,12.8806700202926
0,14.0106101655197
0,13.6215765357915
0,16.7163953762517
1,14.7573399210389
0,12.904106409565
0,14.1661298767444
0,12.5370342249391
0,13.612045192411
0,15.2591231388253
0,16.1529868007344
1,13.5101115115213
0,14.350183028879
1,15.2577685066905
0,14.1496987423438
0,10.9272346262661
0,10.4901443031184
0,14.7392611935339
0,16.3676230862366
0,10.9290156613214
0,13.0092353869305
0,10.5854271008023
0,13.0613902088102
0,11.6860008590239
0,11.1536148572727
0,13.9589964088048
1,13.7866046872023
0,11.4552165758446
0,12.9640790390823
0,15.2473594297206
0,14.344197145022
0,12.9775588137428
0,18.4545133795617
0,14.2079433667368
0,14.8286009177009
0,16.3819332145663
1,14.0196439347532
0,13.112397203707
0,13.7609712945965
0,11.4023299823659
0,11.9104292494463
0,11.9400905027454
1,14.1476469346079
0,17.0309649970867
0,15.7185147326888
0,13.7469260179599
1,13.1197424516447
0,15.4200116486106
0,12.5256698519838
1,13.276620234407
0,14.4377281650087
0,12.2036449094804
0,14.8313129272397
0,14.3054943375471
0,8.81335355023679
0,13.5929807444824
0,15.7820804608833
0,16.476471718821
0,16.5561192056081
0,14.8644345555525
0,15.8669967072332
0,14.1777387916458
0,11.8951803805461
0,12.633688415264
0,16.3594391042972
0,17.4800553387549
0,16.0586009579574
0,15.5014336725656
0,13.5034049386596
0,12.5662260954065
0,10.4699133831852
1,15.5097196929043
0,16.1324348550588
0,14.4220674062101
0,12.7580583502038
0,12.1272528821143
0,17.5819688230001
0,16.0903003367358
0,10.346815580695
0,15.2264954655743
0,10.8811215452632
0,15.7520232612075
0,13.9581953121792
0,14.1189017403729
1,15.5339181686781
0,15.1249532195253
0,14.336326198835
0,13.3205863426245
0,12.6548846439118
0,11.8976553323141
0,11.4616200350417
0,12.5839469659362
0,12.5933213450784
0,14.7852227611026
0,13.8102557414541
1,13.6086384923775
0,14.1927898648197
1,13.8898403871821
0,11.8773474946202
0,13.8912974924713
0,12.0630131849864
0,12.1929053384188
0,12.8269750889804
0,12.9247058316562
0,10.6352924126664
0,13.3734028386988
0,11.315933006512
0,11.3346696383223
0,14.3126575634824
0,12.4830358345892
0,14.9980490692813
0,9.9070137646757
1,14.8770188653066
1,11.535723344956
1,13.6996301694308
1,15.2847731722656
0,14.9944848932098
0,12.7150002522022
0,15.2553992572623
0,16.2987015637802
0,13.5180726790802
0,12.6970778755115
0,13.0071240358641
0,14.1164613454933
0,14.814299583179
0,12.0022498563834
0,14.7233795359656
0,12.2522743367778
0,12.1677846103942
0,14.5765022403508
0,11.4632583164818
0,12.618961703188
0,15.2190802090403
0,12.3559461265882
0,14.2252601297675
0,15.6506103709056
0,12.6125481059004
1,13.4467127895668
0,12.8463991488568
0,17.16867738887
0,15.0734580491651
0,17.052570750391
0,17.067577815373
1,13.8460885693483
1,15.1952786700394
0,12.5180708413385
0,17.2264339258606
0,12.1070884158425
0,10.7205274039411
0,13.7082869885131
0,10.5203927302575
0,16.9209671784666
0,16.3253600994187
0,14.9216694674384
0,15.5650510976362
0,14.6881004148222
0,13.0538429277431
0,13.6522304213574
0,14.6275784544026
0,15.2939091747249
0,8.84426756519665
0,13.0676276184624
0,12.4049223890104
0,14.5921210229718
0,15.3349880806325
1,13.8116106360085
0,15.1681971896039
0,15.2664862183322
0,16.3822539239153
1,13.4590741901365
0,10.5876646624868
1,16.3115399532225
0,13.4677179116118
0,18.4862169794569
0,14.296134870354
0,16.0510155968781
0,14.1885452085832
0,14.2442884392038
0,11.6711197645912
0,13.140447842991
0,11.3545230388218
1,13.484060402745
0,11.618360552596
0,12.5383970363939
0,14.3769180916994
0,15.223436020033
1,13.6762285115826
0,13.3809005207871
1,13.7604858802438
0,16.3199919728952
0,13.7073205609365
0,13.3695795057939
0,11.9764664371347
0,13.3670316044963
0,13.6271178572582
1,14.460071580737
0,13.5734413336034
0,11.4325236460019
0,12.0200525105673
0,10.6722192755789
0,16.72866238701
0,13.816766495084
0,10.8858959918927
0,12.9706383130618
0,15.8801393045975
0,10.8260662256464
0,18.0026013329713
0,15.1739860139387
0,15.3856501579542
0,14.8775650795698
0,12.1480941480343
0,14.9411405421261
0,12.5619660489767
0,17.133314336532
0,15.3338262973307
1,14.951678512846
1,14.0348828547928
0,10.4995865543527
0,13.7325435600907
0,13.0479621729488
0,12.9263250547787
0,13.394869362871
0,16.5043792028882
0,11.1375600368658
0,14.6212098766622
0,17.1760501337692
0,14.9525612714459
0,17.1729877621901
0,15.5631011441122
0,13.3891651219346
0,15.110514366352
0,16.5608072794604
0,12.1035592417605
0,13.8770096356484
0,12.9723511489191
0,11.501702118114
0,12.0608161232946
0,14.3126274345056
0,12.6915522207152
0,12.6193711067564
0,15.0069392963611
0,12.730574543234
0,15.0731353142433
0,14.5043047275287
0,12.9156843092995
0,16.6786645672261
1,16.4649997532999
0,14.0267832304123
0,14.2369754739818
1,14.3040343469047
1,16.0570830645291
0,12.1267464738149
0,12.8801524074212
0,15.7722951609751
0,11.7490812128995
0,13.5469100530902
0,14.5607790592513
0,13.78339880527
0,12.2105964335631
0,15.7147077683756
1,13.9676730078788
0,12.2822685841032
0,12.4291190923278
0,16.3895796321223
0,14.2383643539639
0,13.3930776892323
0,15.438501486136
0,12.2302288496125
0,11.0411494528911
0,15.3227748911991
1,15.9349293941948
0,11.8107396260967
1,13.0173000654678
0,13.0215082860306
0,12.7173241304856
1,15.9379663514143
1,14.1188810012638
0,12.3784502427145
0,15.544562415588
0,14.2103689133101
0,13.8275089545283
0,11.7310614946456
1,13.6188835744093
0,13.4182925206383
1,14.2835419726113
0,15.4130946994005
0,15.3625462487213
0,11.5383790426428
1,16.9539375366648
1,15.7618653605676
0,13.0511088751322
1,15.13328714592
0,15.248999846144
0,11.7269511579642
0,15.2980547267698
0,9.80439536955039
0,12.3637624541443
1,13.6654152870185
0,14.9147943078173
0,15.7322664845125
0,14.987186823184
0,17.5308398711661
0,14.5400220282753
0,16.8176393890287
0,13.754831981341
0,10.6609160099607
1,15.1023828531434
0,13.1733478715326
0,13.506301753585
0,12.3402497087001
1,13.4474627741352
0,16.3466699441965
0,13.0148002746514
0,12.7638307373047
0,12.1420118517835
1,14.082602236639
0,9.01580891430728
1,14.7881804079609
1,15.7575185826034
1,12.4414589687552
0,13.0977467390803
0,10.6715093365079
0,11.2941706642017
0,14.2715615875961
1,13.4643000562672
0,14.1526245511813
0,9.77734617651931
0,11.644900374815
0,14.8355139976127
0,11.2967050157717
1,14.8316016650997
0,16.3809761133644
1,15.233533898439
0,10.7979421716025
0,14.2000309756016
0,12.0941001254058
0,10.4280540412466
0,14.4086685318216
0,13.111719404889
0,13.9511190440784
0,12.110172906818
1,11.6878011212622
1,12.3084461572721
0,14.1732360158987
0,13.2941097506316
0,14.1292021108355
0,15.9363473742437
0,13.7612030677383
0,13.6934333869615
0,14.8438227423732
0,11.1286049667241
1,13.0584680303996
0,14.3303947594833
0,13.3210533018889
0,15.1037511881448
0,14.4545673097661
1,13.0346819314025
0,14.0056189396985
0,13.9696706656395
0,14.1001822771543
0,14.1763497794102
0,15.3164199028797
0,12.6462974317283
0,11.9655311504841
0,10.7537836189233
0,14.9179324864169
0,12.9302869300501
0,13.6683603865853
0,14.3866579811399
0,14.0532471451988
0,11.2861140283459
0,12.6407546493076
0,15.7501411008786
0,9.60507258003147
0,15.5532411030728
0,11.7202457791994
0,12.7649273988293
0,17.6691158398208
0,13.3378343378415
1,13.0730626238153
1,15.9850782821355
0,18.3356261700038
0,17.0350066310268
0,11.0974024020917
0,13.269015055171
0,13.3768104241125
0,13.6385149472019
1,14.6806853555137
0,12.3204878784822
1,16.7005483736775
0,13.7327987411583
1,12.9460143025878
0,13.4834193005201
0,13.0554635279016
0,15.2326592767269
0,11.7281235345094
0,18.1667132171055
0,8.95508021666701
0,15.1903965954031
0,15.8955491885515
0,15.6761186526268
